authors	title	venue	year
Xuechao Wang,Viswa Virinchi Muppirala,Lei Yang,Sreeram Kannan,Pramod Viswanath	Securing Parallel-chain Protocols under Variable Mining Power.	ACM CCS	2021
Rebekah Overdorf,Mark Juárez,Gunes Acar,Rachel Greenstadt,Claudia Díaz	How Unique is Your .onion?: An Analysis of the Fingerprintability of Tor Onion Services.	ACM CCS	2017
Peter Gazi,Aggelos Kiayias,Alexander Russell	Tight Consistency Bounds for Bitcoin.	ACM CCS	2020
Xinyuan Wang,Douglas S. Reeves	Robust correlation of encrypted attack traffic through stepping stones by manipulation of interpacket delays.	ACM CCS	2003
Henry Corrigan-Gibbs,Bryan Ford	Dissent: accountable anonymous group messaging.	ACM CCS	2010
Birgit Pfitzmann,Michael Waidner	Composition and integrity preservation of secure reactive systems.	ACM CCS	2000
Sadegh M. Milajerdi,Birhanu Eshete,Rigel Gjomemo,V. N. Venkatakrishnan	POIROT: Aligning Attack Behavior with Kernel Audit Records for Cyber Threat Hunting.	ACM CCS	2019
Donggang Liu,Peng Ning,Kun Sun 0001	Efficient self-healing group key distribution with revocation capability.	ACM CCS	2003
Ben Niu 0007,Gang Tan	RockJIT: Securing Just-In-Time Compilation Using Modular Control-Flow Integrity.	ACM CCS	2014
Yilin Shen,Hongxia Jin	EpicRec: Towards Practical Differentially Private Framework for Personalized Recommendation.	ACM CCS	2016
Yi Han,Sriharsha Etigowni,Hua Liu,Saman A. Zonouz,Athina P. Petropulu	Watch Me, but Don't Touch Me! Contactless Control Flow Monitoring via Electromagnetic Emanations.	ACM CCS	2017
Ryan Sheatsley,Blaine Hoak,Eric Pauley,Yohan Beugin,Michael J. Weisman,Patrick D. McDaniel	On the Robustness of Domain Constraints.	ACM CCS	2021
Ruiyu Zhu,Changchang Ding,Yan Huang 0001	Efficient Publicly Verifiable 2PC over a Blockchain with Applications to Financially-Secure Computations.	ACM CCS	2019
Nibesh Shrestha,Ittai Abraham,Ling Ren 0001,Kartik Nayak	On the Optimality of Optimistic Responsiveness.	ACM CCS	2020
Ari Juels,Ronald L. Rivest	Honeywords: making password-cracking detectable.	ACM CCS	2013
Hristo Bojinov,Elie Bursztein,Dan Boneh	XCS: cross channel scripting and its impact on web applications.	ACM CCS	2009
Tibor Jager,Saqib A. Kakvi,Alexander May 0001	On the Security of the PKCS#1 v1.5 Signature Scheme.	ACM CCS	2018
Yueqi Chen,Zhenpeng Lin,Xinyu Xing	A Systematic Study of Elastic Objects in Kernel Exploitation.	ACM CCS	2020
Yu Li 0007,Min Li 0019,Bo Luo,Ye Tian 0010,Qiang Xu 0001	DeepDyve: Dynamic Verification for Deep Neural Networks.	ACM CCS	2020
Xianrui Meng,Seny Kamara,Kobbi Nissim,George Kollios	GRECS: Graph Encryption for Approximate Shortest Distance Queries.	ACM CCS	2015
Milad Nasr,Alireza Bahramali,Amir Houmansadr	DeepCorr: Strong Flow Correlation Attacks on Tor Using Deep Learning.	ACM CCS	2018
Yuxin Wang,Zeyu Ding,Yingtai Xiao,Daniel Kifer,Danfeng Zhang	DPGen: Automated Program Synthesis for Differential Privacy.	ACM CCS	2021
Martin R. Albrecht,Jean Paul Degabriele,Torben Brandt Hansen,Kenneth G. Paterson	A Surfeit of SSH Cipher Suites.	ACM CCS	2016
Dongpeng Xu 0001,Jiang Ming 0002,Yu Fu,Dinghao Wu	VMHunt: A Verifiable Approach to Partially-Virtualized Binary Code Simplification.	ACM CCS	2018
Aggelos Kiayias,Qiang Tang 0005	How to keep a secret: leakage deterring public-key cryptosystems.	ACM CCS	2013
Huayi Duan,Cong Wang 0001,Xingliang Yuan,Yajin Zhou,Qian Wang 0002,Kui Ren 0001	LightBox: Full-stack Protected Stateful Middlebox at Lightning Speed.	ACM CCS	2019
Jean Paul Degabriele,Kenneth G. Paterson	On the (in)security of IPsec in MAC-then-encrypt configurations.	ACM CCS	2010
Nils Gura,Hans Eberle,Sheueling Chang Shantz	Generic implementations of elliptic curve cryptography using partial reduction.	ACM CCS	2002
Vladimir Kolesnikov,Hugo Krawczyk,Yehuda Lindell,Alex J. Malozemoff,Tal Rabin	Attribute-based Key Exchange with General Policies.	ACM CCS	2016
Hao Chen 0030,Kim Laine,Peter Rindal	Fast Private Set Intersection from Homomorphic Encryption.	ACM CCS	2017
Markus Kammerstetter,Markus Muellner,Daniel Burian,Christian Platzer,Wolfgang Kastner	Breaking Integrated Circuit Device Security through Test Mode Silicon Reverse Engineering.	ACM CCS	2014
Prahlad Fogla,Wenke Lee	Evading network anomaly detection systems: formal reasoning and practical techniques.	ACM CCS	2006
Chris Grier,Kurt Thomas,Vern Paxson,Chao Michael Zhang	@spam: the underground on 140 characters or less.	ACM CCS	2010
Sebastian Berndt,Maciej Liskiewicz	Algorithm Substitution Attacks from a Steganographic Perspective.	ACM CCS	2017
Theo Bertram,Elie Bursztein,Stephanie Caro,Hubert Chao,Rutledge Chin Feman,Peter Fleischer,Albin Gustafsson,Jess Hemerly,Chris Hibbert,Luca Invernizzi,Lanah Kammourieh Donnelly,Jason Ketover,Jay Laefer,Paul Nicholas,Yuan Niu,Harjinder Obhi,David Price,Andrew Strait,Kurt Thomas,Al Verney	Five Years of the Right to be Forgotten.	ACM CCS	2019
Babak Yadegari,Saumya K. Debray	Symbolic Execution of Obfuscated Code.	ACM CCS	2015
Lin-Shung Huang,Zachary Weinberg,Chris Evans,Collin Jackson	Protecting browsers from cross-origin CSS attacks.	ACM CCS	2010
Elisa Bertino,Sushil Jajodia,Pierangela Samarati	A Non-Timestamped Authorization Model for Data Management Systems.	ACM CCS	1996
Ahto Buldas,Peeter Laud,Helger Lipmaa	Accountable certificate management using undeniable attestations.	ACM CCS	2000
Luis Vargas,Gyan Hazarika,Rachel Culpepper,Kevin R. B. Butler,Thomas Shrimpton,Doug Szajda,Patrick Traynor	Mitigating Risk while Complying with Data Retention Laws.	ACM CCS	2018
Alexey Reznichenko,Paul Francis	Private-by-Design Advertising Meets the Real World.	ACM CCS	2014
Tigist Abera,N. Asokan,Lucas Davi,Jan-Erik Ekberg,Thomas Nyman,Andrew Paverd,Ahmad-Reza Sadeghi,Gene Tsudik	C-FLAT: Control-Flow Attestation for Embedded Systems Software.	ACM CCS	2016
Hemant Sengar	VoIP Fraud: Identifying a Wolf in Sheep's Clothing.	ACM CCS	2014
Hooman Mohajeri Moghaddam,Baiyu Li,Mohammad Derakhshani,Ian Goldberg	SkypeMorph: protocol obfuscation for Tor bridges.	ACM CCS	2012
Edward W. Felten,Michael A. Schneider	Timing attacks on Web privacy.	ACM CCS	2000
Edward C. Kaiser,Wu-chang Feng,Travis Schluessler	Fides: remote anomaly-based cheat detection using client emulation.	ACM CCS	2009
Diksha Shukla,Rajesh Kumar,Abdul Serwadda,Vir V. Phoha	Beware, Your Hands Reveal Your Secrets!	ACM CCS	2014
Jan Camenisch,Anja Lehmann	(Un)linkable Pseudonyms for Governmental Databases.	ACM CCS	2015
Rui Wang 0010,Yong Fuga Li,XiaoFeng Wang 0001,Haixu Tang,Xiao-yong Zhou	Learning your identity and disease from research papers: information leaks in genome wide association study.	ACM CCS	2009
Martín Abadi,Andrew D. Gordon 0001	A Calculus for Cryptographic Protocols: The Spi Calculus.	ACM CCS	1997
Nikos Vasilakis,Cristian-Alexandru Staicu,Grigoris Ntousakis,Konstantinos Kallas,Ben Karel,André DeHon,Michael Pradel	Preventing Dynamic Library Compromise on Node.js via RWX-Based Privilege Reduction.	ACM CCS	2021
Shruti Tople,Shweta Shinde,Zhaofeng Chen,Prateek Saxena	AUTOCRYPT: enabling homomorphic computation on servers to protect sensitive web content.	ACM CCS	2013
Kevin P. Dyer,Scott E. Coull,Thomas Ristenpart,Thomas Shrimpton	Protocol misidentification made easy with format-transforming encryption.	ACM CCS	2013
Yongdae Kim,Adrian Perrig,Gene Tsudik	Simple and fault-tolerant key agreement for dynamic collaborative groups.	ACM CCS	2000
Jinhua Cui,Zhijingcheng Yu,Shweta Shinde,Prateek Saxena,Zhiping Cai	SmashEx: Smashing SGX Enclaves Using Exceptions.	ACM CCS	2021
Gene Itkis	Cryptographic tamper evidence.	ACM CCS	2003
Sazzadur Rahaman,Ya Xiao,Sharmin Afrose,Fahad Shaon,Ke Tian,Miles Frantz,Murat Kantarcioglu,Danfeng Yao	CryptoGuard: High Precision Detection of Cryptographic Vulnerabilities in Massive-sized Java Projects.	ACM CCS	2019
Dario Fiore 0001,Cédric Fournet,Esha Ghosh,Markulf Kohlweiss,Olga Ohrimenko,Bryan Parno	Hash First, Argue Later: Adaptive Verifiable Computations on Outsourced Data.	ACM CCS	2016
Alena Naiakshina,Anastasia Danilova,Christian Tiefenau,Marco Herzog,Sergej Dechand,Matthew Smith 0001	Why Do Developers Get Password Storage Wrong?: A Qualitative Usability Study.	ACM CCS	2017
Wei Song,Heng Yin,Chang Liu 0021,Dawn Song	DeepMem: Learning Graph Neural Network Models for Fast and Robust Memory Forensic Analysis.	ACM CCS	2018
Phillipp Schoppmann,Adrià Gascón,Mariana Raykova 0001,Benny Pinkas	Make Some ROOM for the Zeros: Data Sparsity in Secure Distributed Machine Learning.	ACM CCS	2019
Stephen Chong,Andrew C. Myers	Security policies for downgrading.	ACM CCS	2004
Klaus von Gleissenthall,Rami Gökhan Kici,Deian Stefan,Ranjit Jhala	Solver-Aided Constant-Time Hardware Verification.	ACM CCS	2021
Binlin Cheng,Jiang Ming 0002,Jianming Fu,Guojun Peng,Ting Chen 0002,Xiaosong Zhang,Jean-Yves Marion	Towards Paving the Way for Large-Scale Windows Malware Analysis: Generic Binary Unpacking with Orders-of-Magnitude Performance Boost.	ACM CCS	2018
Haowen Chan,Adrian Perrig	Efficient security primitives derived from a secure aggregation algorithm.	ACM CCS	2008
Hitesh Ballani,Paul Francis	Mitigating DNS DoS attacks.	ACM CCS	2008
Srdjan Matic,Platon Kotzias,Juan Caballero	CARONTE: Detecting Location Leaks for Deanonymizing Tor Hidden Services.	ACM CCS	2015
Florian Bergsma,Benjamin Dowling,Florian Kohlar,Jörg Schwenk,Douglas Stebila	Multi-Ciphersuite Security of the Secure Shell (SSH) Protocol.	ACM CCS	2014
Wen Xu,Juanru Li,Junliang Shu,Wenbo Yang,Tianyi Xie,Yuanyuan Zhang 0002,Dawu Gu	From Collision To Exploitation: Unleashing Use-After-Free Vulnerabilities in Linux Kernel.	ACM CCS	2015
Kevin Bock 0001,George Hughey,Xiao Qiang,Dave Levin	Geneva: Evolving Censorship Evasion Strategies.	ACM CCS	2019
Long Lu,Zhichun Li,Zhenyu Wu,Wenke Lee,Guofei Jiang	CHEX: statically vetting Android apps for component hijacking vulnerabilities.	ACM CCS	2012
Lei Zhang 0004,Sushil Jajodia,Alexander Brodsky 0001	Information disclosure under realistic assumptions: privacy versus optimality.	ACM CCS	2007
Dinghao Liu,Qiushi Wu,Shouling Ji,Kangjie Lu,Zhenguang Liu,Jianhai Chen,Qinming He	Detecting Missed Security Operations Through Differential Checking of Object-based Similar Paths.	ACM CCS	2021
Marcel Böhme,Van-Thuan Pham,Manh-Dung Nguyen,Abhik Roychoudhury	Directed Greybox Fuzzing.	ACM CCS	2017
Salman Ahmed,Ya Xiao,Kevin Z. Snow,Gang Tan,Fabian Monrose,Danfeng Yao	Methodologies for Quantifying (Re-)randomization Security and Timing under JIT-ROP.	ACM CCS	2020
Zeyu Ding,Yuxin Wang,Guanhong Wang,Danfeng Zhang,Daniel Kifer	Detecting Violations of Differential Privacy.	ACM CCS	2018
Chi-Yu Li,Guan-Hua Tu,Chunyi Peng 0001,Zengwen Yuan,Yuanjie Li,Songwu Lu,Xinbing Wang	Insecurity of Voice Solution VoLTE in LTE Mobile Networks.	ACM CCS	2015
Martin Maas 0001,Eric Love,Emil Stefanov,Mohit Tiwari,Elaine Shi,Krste Asanovic,John Kubiatowicz,Dawn Song	PHANTOM: practical oblivious computation in a secure processor.	ACM CCS	2013
Yi Zhu,Chenglin Miao,Tianhang Zheng,Foad Hajiaghajani,Lu Su,Chunming Qiao	Can We Use Arbitrary Objects to Attack LiDAR Perception in Autonomous Driving?	ACM CCS	2021
Ran Canetti,Abhishek Jain 0002,Alessandra Scafuro	Practical UC security with a Global Random Oracle.	ACM CCS	2014
Shifeng Sun,Xingliang Yuan,Joseph K. Liu,Ron Steinfeld,Amin Sakzad,Viet Vo,Surya Nepal	Practical Backward-Secure Searchable Encryption from Symmetric Puncturable Encryption.	ACM CCS	2018
David Dagon,Manos Antonakakis,Paul Vixie,Tatuya Jinmei,Wenke Lee	Increased DNS forgery resistance through 0x20-bit encoding: security via leet queries.	ACM CCS	2008
Petar Tsankov,Andrei Marian Dan,Dana Drachsler-Cohen,Arthur Gervais,Florian Bünzli,Martin T. Vechev	Securify: Practical Security Analysis of Smart Contracts.	ACM CCS	2018
Lucas Waye,Pablo Buiras,Owen Arden,Alejandro Russo,Stephen Chong	Cryptographically Secure Information Flow Control on Key-Value Stores.	ACM CCS	2017
Thee Chanyaswad,Alex Dytso,H. Vincent Poor,Prateek Mittal	MVG Mechanism: Differential Privacy under Matrix-Valued Query.	ACM CCS	2018
Philipp Holzinger,Stefan Triller,Alexandre Bartel,Eric Bodden	An In-Depth Study of More Than Ten Years of Java Exploitation.	ACM CCS	2016
Vishal Mittal,Giovanni Vigna	Sensor-based intrusion detection for intra-domain distance-vector routing.	ACM CCS	2002
Karthikeyan Bhargavan,Abhishek Bichhawat,Quoc Huy Do 0001,Pedram Hosseyni,Ralf Küsters,Guido Schmitz,Tim Würtele	An In-Depth Symbolic Security Analysis of the ACME Standard.	ACM CCS	2021
Toshinori Araki,Jun Furukawa 0001,Yehuda Lindell,Ariel Nof,Kazuma Ohara	High-Throughput Semi-Honest Secure Three-Party Computation with an Honest Majority.	ACM CCS	2016
Kyong-Tak Cho,Kang G. Shin	Error Handling of In-vehicle Networks Makes Them Vulnerable.	ACM CCS	2016
Haoran Lu,Luyi Xing,Yue Xiao,Yifan Zhang 0010,Xiaojing Liao,XiaoFeng Wang 0001,Xueqiang Wang	Demystifying Resource Management Risks in Emerging Mobile App-in-App Ecosystems.	ACM CCS	2020
Tyler Moore 0001,Nektarios Leontiadis,Nicolas Christin	Fashion crimes: trending-term exploitation on the web.	ACM CCS	2011
Diego F. Aranha,Felipe Rodrigues Novaes,Akira Takahashi 0002,Mehdi Tibouchi,Yuval Yarom	LadderLeak: Breaking ECDSA with Less than One Bit of Nonce Leakage.	ACM CCS	2020
David Clayton,Christopher Patton,Thomas Shrimpton	Probabilistic Data Structures in Adversarial Environments.	ACM CCS	2019
Jeffrey Champion,Abhi Shelat,Jonathan R. Ullman	Securely Sampling Biased Coins with Applications to Differential Privacy.	ACM CCS	2019
Melissa Chase,Sarah Meiklejohn,Gregory M. Zaverucha	Algebraic MACs and Keyed-Verification Anonymous Credentials.	ACM CCS	2014
Benjamin Laxton,Kai Wang,Stefan Savage	Reconsidering physical key secrecy: teleduplication via optical decoding.	ACM CCS	2008
Sisi Duan,Michael K. Reiter,Haibin Zhang	BEAT: Asynchronous BFT Made Practical.	ACM CCS	2018
Ziqiao Zhou,Michael K. Reiter,Yinqian Zhang	A Software Approach to Defeating Side Channels in Last-Level Caches.	ACM CCS	2016
Cédric Fournet,Gurvan Le Guernic,Tamara Rezk	A security-preserving compiler for distributed programs: from information-flow policies to cryptographic mechanisms.	ACM CCS	2009
Fuyuan Zhang,Limin Jia 0001,Cristina Basescu,Tiffany Hyun-Jin Kim,Yih-Chun Hu,Adrian Perrig	Mechanized Network Origin and Path Authenticity Proofs.	ACM CCS	2014
Christian Tiefenau,Emanuel von Zezschwitz,Maximilian Häring,Katharina Krombholz,Matthew Smith 0001	A Usability Evaluation of Let's Encrypt and Certbot: Usable Security Done Right.	ACM CCS	2019
Samaneh Tajalizadehkhoob,Tom van Goethem,Maciej Korczynski,Arman Noroozian,Rainer Böhme,Tyler Moore 0001,Wouter Joosen,Michel van Eeten	Herding Vulnerable Cats: A Statistical Approach to Disentangle Joint Responsibility for Web Security in Shared Hosting.	ACM CCS	2017
Changyu Dong,Liqun Chen,Zikai Wen	When private set intersection meets big data: an efficient and scalable protocol.	ACM CCS	2013
Shaofeng Li,Hui Liu,Tian Dong,Benjamin Zi Hao Zhao,Minhui Xue,Haojin Zhu,Jialiang Lu	Hidden Backdoors in Human-Centric Language Models.	ACM CCS	2021
Young-joo Shin,Hyung Chan Kim,Dokeun Kwon,Ji-Hoon Jeong,Junbeom Hur	Unveiling Hardware-based Data Prefetcher, a Hidden Source of Information Leakage.	ACM CCS	2018
Yacin Nadji,Manos Antonakakis,Roberto Perdisci,David Dagon,Wenke Lee	Beheading hydras: performing effective botnet takedowns.	ACM CCS	2013
Shakeel Butt,H. Andrés Lagar-Cavilla,Abhinav Srivastava,Vinod Ganapathy	Self-service cloud computing.	ACM CCS	2012
Abhi Shelat,Chih-Hao Shen	Fast two-party secure computation with minimal assumptions.	ACM CCS	2013
Matthew Yurkewych,Brian Neil Levine,Arnold L. Rosenberg	On the cost-ineffectiveness of redundancy in commercial P2P computing.	ACM CCS	2005
Zhengyang Qu,Vaibhav Rastogi,Xinyi Zhang,Yan Chen 0004,Tiantian Zhu,Zhong Chen	AutoCog: Measuring the Description-to-permission Fidelity in Android Applications.	ACM CCS	2014
Kovila P. L. Coopamootoo	Usage Patterns of Privacy-Enhancing Technologies.	ACM CCS	2020
Aaron Schulman,Dave Levin,Neil Spring	RevCast: Fast, Private Certificate Revocation over FM Radio.	ACM CCS	2014
Jeffrey S. Dwoskin,Ruby B. Lee	Hardware-rooted trust for secure key management and transient trust.	ACM CCS	2007
Dominik Harz,Lewis Gudgeon,Arthur Gervais,William J. Knottenbelt	Balance: Dynamic Adjustment of Cryptocurrency Deposits.	ACM CCS	2019
Shay Gueron,Yehuda Lindell	GCM-SIV: Full Nonce Misuse-Resistant Authenticated Encryption at Under One Cycle per Byte.	ACM CCS	2015
Stefano Calzavara,Alvise Rabitti,Michele Bugliesi	Content Security Problems?: Evaluating the Effectiveness of Content Security Policy in the Wild.	ACM CCS	2016
Panagiotis Ilia,Iasonas Polakis,Elias Athanasopoulos,Federico Maggi,Sotiris Ioannidis	Face/Off: Preventing Privacy Leakage From Photos in Social Networks.	ACM CCS	2015
William Aiello,John Ioannidis,Patrick D. McDaniel	Origin authentication in interdomain routing.	ACM CCS	2003
Adam Groce,Jonathan Katz	A new framework for efficient password-based authenticated key exchange.	ACM CCS	2010
Rishabh Bhadauria,Zhiyong Fang,Carmit Hazay,Muthuramakrishnan Venkitasubramaniam,Tiancheng Xie,Yupeng Zhang 0001	Ligero++: A New Optimized Sublinear IOP.	ACM CCS	2020
Zhan Qin,Ting Yu 0001,Yin Yang 0001,Issa M. Khalil,Xiaokui Xiao,Kui Ren 0001	Generating Synthetic Decentralized Social Graphs with Local Differential Privacy.	ACM CCS	2017
Yihua Zhang,Aaron Steele,Marina Blanton	PICCO: a general-purpose compiler for private distributed computation.	ACM CCS	2013
Mahesh Tripunitara,Ninghui Li	Comparing the expressive power of access control models.	ACM CCS	2004
Massimo Bernaschi,Emanuele Gabrielli,Luigi V. Mancini	Operating system enhancements to prevent the misuse of system calls.	ACM CCS	2000
Stefan Nagy,Anh Nguyen-Tuong,Jason Hiser,Jack W. Davidson,Matthew Hicks	Same Coverage, Less Bloat: Accelerating Binary-only Fuzzing with Coverage-preserving Coverage-guided Tracing.	ACM CCS	2021
Anirudh Ramachandran,Nick Feamster,Santosh S. Vempala	Filtering spam with behavioral blacklisting.	ACM CCS	2007
Zheng Li,Yang Zhang 0016	Membership Leakage in Label-Only Exposures.	ACM CCS	2021
Boxin Wang,Fan Wu 0011,Yunhui Long,Luka Rimanic,Ce Zhang 0001,Bo Li 0026	DataLens: Scalable Privacy Preserving Training via Gradient Compression and Aggregation.	ACM CCS	2021
Zeinab El-Rewini,Yousra Aafer	Dissecting Residual APIs in Custom Android ROMs.	ACM CCS	2021
David Barrera 0003,Hilmi Günes Kayacik,Paul C. van Oorschot,Anil Somayaji	A methodology for empirical analysis of permission-based security models and its application to android.	ACM CCS	2010
Dongyu Meng,Hao Chen 0003	MagNet: A Two-Pronged Defense against Adversarial Examples.	ACM CCS	2017
Panagiotis Kintis,Najmehalsadat Miramirkhani,Charles Lever,Yizheng Chen,Rosa Romero Gómez,Nikolaos Pitropakis,Nick Nikiforakis,Manos Antonakakis	Hiding in Plain Sight: A Longitudinal Study of Combosquatting Abuse.	ACM CCS	2017
Tianyi Liu,Xiang Xie,Yupeng Zhang 0001	zkCNN: Zero Knowledge Proofs for Convolutional Neural Network Predictions and Accuracy.	ACM CCS	2021
Justin Manweiler,Ryan Scudellari,Landon P. Cox	SMILE: encounter-based trust for mobile social services.	ACM CCS	2009
Wenhao Wang,Xiaoyang Xu,Kevin W. Hamlen	Object Flow Integrity.	ACM CCS	2017
